,Albany,Goshen,Harrisburg,Jasper,Jefferson,Mehama,Monroe,Salem,Vida,Waterloo,BLU5A,CGR5A,DET5A,DOR5A,FAL5A,FOS_loc,FRN5M,GPR5A,GPR5H,HCR5A,HCR5H,LOP_loc,LOP5E,DEX_loc,BCL_loc,COT5A
0,88.95400827698224,335.09780889104314,82.77184806751585,270.4758643069372,151.9300908131494,22.04067661909961,251.56365154278816,401.23672400126713,-30.431800120010855,-1550.6211491065135,2430.206321670196,5055.481039065591,1333.3195566294185,2194.4691168230192,3467.089139647642,1858.8537561597764,17977.228447321962,5301.2091317534005,3544.5077487513136,2540.6248123741098,4209.845467671147,0.17352091178401205,0.0,0.0,0.0,5980.76155574152
1,75.89961007264618,193.28167133988495,60.31514018845393,229.5322701687311,106.96866556438,22.36243832156822,202.74793649567533,525.3305561666075,-27.03658128914075,-1198.3263103314694,1535.2429750022293,4768.323670628382,1548.0756073536988,1859.687622851308,2357.030830659606,1480.078252462181,12370.829527491758,5603.431232976435,2656.483323475288,3053.894160110987,4272.993149686214,0.2085295167930671,0.0,0.0,0.0,41372.07220518102
2,65.02094490236613,275.62652540184774,43.22419436899087,255.58728462031678,114.00932830937961,31.613087267540685,450.0808927343804,397.1002629290891,-42.63581250747022,-2043.7029587674951,6864.559286676634,9585.766364805237,2782.3291816584892,3599.608345042314,3736.7048200090626,2655.968643222011,10654.584960196797,9440.225118889468,3506.557986987381,5790.940955218116,4630.830014438261,0.3954567338397441,0.0,0.0,0.0,83299.06043099787
3,66.10881141939414,244.74720512861174,66.67456188871925,249.38370975089168,139.9486121067466,30.969563862603472,274.3443185647742,277.14289183592683,-39.97596365379318,-1975.928765806125,4515.280501673223,9260.825132099973,2672.7459203884378,2524.5353784852696,3812.5342301107125,2281.0846686719938,11022.10399884986,8106.816019931186,3483.788129929021,4260.486339756675,5283.356061927289,0.290957804172247,0.0,0.0,0.0,62212.251646837045
4,57.32219724339872,211.69489565096276,71.74222605611817,227.05084022096105,164.77621231279787,29.28031492464328,183.2216504768302,314.3710414855289,-41.3058880806317,-2006.3780409047117,4667.614688340111,9317.500928502055,2392.8505936150864,2520.763192637701,3138.4950292071608,2233.089142518531,9163.705841132487,6773.406920972905,3461.018272870662,3852.443054198201,5325.454516604001,0.2630328801098401,0.0,0.0,0.0,58081.21015988156
5,29.121349840441976,146.04774810712019,62.79928929012006,184.8665311088699,125.7437662177123,17.938214912624865,59.55517235747768,409.5096461456232,-33.09164897368789,-1604.3166449792898,873.5413516679351,6238.115990655674,1581.6630465665012,1578.6597772074492,2738.2842536706776,1484.6183698010218,7333.044969351196,4423.078820474455,3468.6082252234482,2665.7269085195444,5935.882109416317,0.1820096203564418,0.0,0.0,0.0,42728.53358895745
6,15.062767158849297,111.50865654224131,41.13750912359131,144.79143745238338,98.07519683385419,13.916193631767273,17.248219316646537,330.916885774241,-28.10834391547532,-1321.105645406415,1880.3751166693974,4915.6807412737935,1202.7017374685215,1002.4583889913492,2070.5641702755966,1167.4587442734116,5911.5090651270875,3410.051090623854,3476.1981775762347,2123.228099066444,7261.983431732729,0.1450105595441963,0.0,0.0,0.0,38905.778780132976
7,12.970716164564674,135.29716993791948,43.522292261190806,135.98236113779964,73.12407622876786,11.342100012018413,-21.80435272104374,264.7335086193928,-25.745772286621005,-870.2599270112148,1499.5396500021775,3993.7544531332815,1021.1938588942876,693.1391494907259,1124.8029165078015,926.8325253148362,5037.784558140562,2791.3388919827057,3453.428320517875,1753.7677029733845,7198.835749717661,0.11977860509787068,0.0,0.0,0.0,21765.039476049034
8,4.686194227197559,92.4092251139805,29.41232536372712,120.47342396423672,60.277954729119465,10.618136181464047,-51.09378174931143,256.4605864750368,-22.8668770567588,-646.6378313947138,1313.882360001908,3604.5806511723276,826.4545648725862,607.3219214585408,566.6142032595479,798.412063444761,4694.5356446815695,2365.8931872567173,3483.788129929021,1514.0861169003554,7177.786522379305,0.10338661613042013,0.0,0.0,0.0,23491.44487358267
9,10.125526812337585,77.08393283022629,23.450367519728378,102.48305684290372,51.013924801488386,8.768006392269553,-64.11130576187487,215.09597575325665,-22.006337721745638,-509.4523876709744,1616.1705116690134,3162.509439236099,767.0828288903601,566.7709235971787,556.08234074543,635.6164274377463,3529.569635366202,2092.2070784238404,3529.3278440457407,1344.5552389462614,6441.063565536854,0.09179513821772298,0.0,0.0,0.0,16955.76729720534
10,11.213393329365587,65.76151539670643,20.966218418062233,92.55733705182347,47.555353628506126,7.963602136098036,49.79202934805512,202.6865925367226,-20.386959154948148,-378.16035203083254,126.15174833351652,2882.908843652501,706.3540246571118,464.921905712827,556.08234074543,669.3430133834227,3279.93406194148,1769.2315281897818,2770.3326087670866,1201.9154657710928,6272.669746830009,0.08207703047273444,0.0,0.0,0.0,14736.103214662093
11,15.397495317934835,84.7465789721034,11.824549723930836,106.82555925150133,43.2321396622783,11.663861714487021,108.37088740459053,169.5949039592985,-20.90328275595604,-139.1499130849384,2077.9335150030174,3026.487527871105,1107.0284257714486,479.06760264120913,650.8691033724918,712.149834006781,5152.200862626893,3241.4293174092854,2041.6971828995786,1300.1264571376025,6188.4728374765855,0.08875091169519646,0.0,0.0,0.0,16524.16594782193
12,54.81173605025716,146.96269093003085,20.966218418062233,140.57300654117424,61.266117921400095,16.32940640028183,248.30927053964731,169.5949039592985,-26.46549609408656,-563.4752951039505,2680.1295966705584,3290.9745777474814,1452.4022956566262,588.4609922206979,1067.9308589315642,1077.3049856878538,7125.015324830595,4135.124715446499,2041.6971828995786,1590.0827173625353,5977.980564093028,0.10859692690935976,0.0,0.0,0.0,15414.33390655031
13,50.794998141230685,189.39316434251447,29.8097892199937,162.65773307632782,72.38295383455737,16.00764469781322,261.32679455221074,252.32412540285873,-26.762773318909286,-305.80239722666465,2042.2301900029656,3683.9267661352405,1407.9583104356457,922.2994397305168,1682.9916297560549,1127.8948646063682,6771.364929145573,4045.625466586459,1517.9904705573076,1996.9568244523605,3957.2547396108776,0.1364047653362848,0.0,0.0,0.0,13317.984495259467
14,30.627626556326902,139.30004478815377,32.095206393526546,122.70671091722977,63.98356670017188,12.548706396275692,206.0023174988162,281.27935290810484,-24.415847859782485,-454.1198339971989,1585.227630002302,3419.4397162588643,1106.0106245831817,781.7855169085875,1666.140649733466,951.4788765828304,3782.6723695329338,3081.8871781370394,1510.4005182045212,1756.1060599106822,3178.4333280917153,0.11989569073335246,0.0,0.0,0.0,22073.326154180042
15,17.74059243153362,104.18911395895574,28.617397651193954,97.89241143952911,53.36081238315493,9.97461277652683,186.47603147997106,256.4605864750368,-22.405315049797196,-387.0004641562287,1078.2404150015657,3109.6120292608234,1007.2839093213089,583.7457599112371,1602.949474648758,775.7114767505557,2520.6258594412857,2316.6037458555356,1510.4005182045212,1483.6874767154834,1965.9978334024256,0.10133761750948883,0.0,0.0,0.0,25032.8782642377
