,BPA,PNW,CAISO
0,552.3618848124542,721.0990663347966,9.511859989549519
1,624.2276826823029,814.918645799351,2.3779649973873798
2,774.9783946002262,1011.7211417757522,2.3779649973873798
3,830.5097681858105,1084.2164075532773,3.170619996516506
4,763.8210366898467,997.1554003783899,7.133894992162139
5,844.5082740203366,1102.4912193476978,15.060444983453406
6,993.4680234848506,1296.9556442360974,23.7796499738738
7,918.7412196269792,1199.4010700091112,11.8898249869369
8,812.0749989455004,1060.1501291716716,2.3779649973873798
9,693.6411889628351,905.5368002125786,2.3779649973873798
10,847.8290869550807,1106.8264842755623,3.170619996516506
11,744.295139338856,971.6646727661305,4.7559299947747595
12,627.4633465674389,819.1427500880402,5.548584993903886
13,575.3521282068372,751.11243891232,14.267789984324278
14,419.1887712242506,547.2438266635126,17.438409980840785
15,362.80306953386884,473.6332500442152,19.023719979099038
16,423.0204784566478,552.2460554264331,18.23106497996991
17,398.9403256681457,520.809824632044,14.267789984324278
18,386.91728142250486,505.1139444158027,4.7559299947747595
19,353.0052536114351,460.84236763894916,14.267789984324278
20,285.72615138708454,373.01064149749936,26.157614971261175
21,295.6885901913172,386.0164362810929,18.23106497996991
22,214.57560501424157,280.12481072355297,19.816374978228165
23,144.75906085169325,188.98049719542198,23.7796499738738
24,73.92685889002864,96.51025964755698,95.40477113563102
25,19.414278309422645,25.34501084781024,202.03363299310098
26,6.867059140014135,8.964829164509315,210.05084065155734
27,10.512534979774692,13.723936004927795,189.20610073957076
28,25.94222341783118,33.867132399257414,182.79233461280566
29,19.024297140735708,24.835897050568807,256.55064507060445
30,40.94801931638058,53.45694427725925,245.32655434876546
31,100.20819633946553,130.82009965987666,268.576456558289
32,192.02332039669156,250.68318589646418,304.6538910213427
33,355.6006235448907,464.23057904032726,355.16229926961796
34,470.82215498493343,614.6503328785031,311.86937791395354
35,569.0276893391194,742.8559913043334,156.33554933989956
36,501.17016750227543,654.2691481752943,266.9730150265977
37,675.2438586982483,881.5193977783921,412.0844736446584
38,667.9698637552018,872.0233208292451,634.1611257839004
39,550.5007652767965,718.6694063665751,744.7985914705985
40,450.25865546438325,587.8050332433202,791.2983958896453
41,368.1082813079179,480.559113979005,863.4532648157528
42,384.38575482498834,501.80907940599,1073.5041054673104
43,260.29827832875304,339.81498476338516,1005.357840370431
44,156.07723304649343,203.75617891187133,1176.1243634955522
45,133.35659292891614,174.09476883670513,1551.3296819113111
46,166.84410354997308,217.8121456265967,1778.216658645627
47,287.1448062620725,374.862671360408,1617.0707847106535
48,0.01786302055017236,0.023319870169937806,685.1610465092132
49,0.3679782216300016,0.4803893232767645,868.4619521556906
50,0.3751234315536211,0.48971727356869593,742.0730212462242
51,0.5430358264287914,0.7089240553900672,703.6389603848661
52,0.0,0.0,691.0739789494221
53,0.0,0.0,657.0746174182204
54,0.0,0.0,725.8124570356496
55,0.008931510275086213,0.011659935084968947,663.7266664134556
56,0.06252057192560348,0.08161954559478261,550.6418334944593
57,0.06252057192560348,0.08161954559478261,444.209049570698
58,0.0,0.0,336.2980325368845
59,0.08931510275086213,0.11659935084968946,274.9513584697166
60,0.11968223773939105,0.1562431302080823,313.38541933107484
61,0.2858083288027582,0.37311792271900546,386.5579582786607
62,0.08931510275086213,0.11659935084968946,426.4702522500711
63,0.01786302055017236,0.023319870169937806,695.5086782795786
64,0.36619192127853417,0.47805733848372606,894.3310315816049
65,0.6341372295311206,0.8278553910327945,959.3732884239034
66,0.12504114385120632,0.1632390911895644,993.3726499551049
67,0.0,0.0,984.5032512947914
68,0.0,0.0,1041.4152260318028
69,0.0,0.0,1064.3278392376124
70,0.0,0.0,1027.3720114863065
71,0.01786302055017236,0.023319870169937806,957.1559387588251
72,92.4630668428538,120.70896454680653,1274.7503243113383
73,44.23619844120741,57.749606320114104,1269.218239828896
74,25.882882066663875,33.78966327240715,1291.346577758665
75,13.854400855549585,18.086685190012513,1319.7972979540825
76,32.09477376266322,41.89918245778488,1285.814493276223
77,39.71845902593515,51.85177418529393,1270.798835395308
78,5.929532982544831,7.740904676951477,1152.2541679144026
79,10.070794113211056,13.147250800536627,1041.6124782655575
80,6.77660912290838,8.84674820223026,851.1507125129023
81,6.2118916959993475,8.109519185377739,543.7248748457537
82,6.418954734580775,8.379836468121116,570.594999474759
83,5.553054697938802,7.249418665716452,585.6106573556737
84,6.870728694059882,8.96961970503901,685.9784758228406
85,4.329500272969239,5.652089129202661,840.0865435480177
86,5.0824568421812835,6.635061151672693,975.2274644762502
87,5.270695984484288,6.880804157290193,992.614015706783
88,9.506076686302025,12.410021783684106,882.7626238411439
89,14.965011813089339,19.536568946591824,939.6640642319785
90,22.96517536096725,29.980646685335834,1278.7018132273688
91,15.059131384240807,19.65944044940053,1301.6204489403437
92,11.011989824726117,14.375965828624173,1223.380968402946
