,SALEM_T,SALEM_W,EUGENE_T,EUGENE_W,SEATTLE_T,SEATTLE_W,BOISE_T,BOISE_W,PORTLAND_T,PORTLAND_W,SPOKANE_T,SPOKANE_W,PASCO_T,PASCO_W,FRESNO_T,FRESNO_W,LOS ANGELES_T,LOS ANGELES_W,SAN DIEGO_T,SAN DIEGO_W,SACRAMENTO_T,SACRAMENTO_W,SAN JOSE_T,SAN JOSE_W,SAN FRANCISCO_T,SAN FRANCISCO_W,TUCSON_T,TUCSON_W,PHOENIX_T,PHOENIX_W,LAS VEGAS_T,LAS VEGAS_W,OAKLAND_T,OAKLAND_W
0,3.119176692323106,3.454713176027544,2.9329848325701953,3.832022971403491,4.547166644251907,4.010643132041646,-1.0144277213685968,2.1927970116267383,4.424144102821319,12.357758089478118,-3.1353528142259286,5.054379618331331,-2.0920037686485125,3.6343692049981158,11.230496180414837,2.806539234059054,16.15502904441856,2.8477755322510387,16.56579376700838,2.417112656572023,6.872077987022917,1.2737509070205837,9.104947956771014,2.2782169151535734,9.460306441630472,3.137742934194792,17.53236649655996,3.8068835893335167,17.56059661590712,2.119288105522472,10.799744651542623,2.7687332279370693,9.943734322840237,4.181312691485495
1,3.1007378442631626,3.132668303656377,2.5740032493721854,2.260204118612803,7.610251862675682,4.838414439734599,0.5659225844316502,2.8876519612460347,5.991900373014332,7.451602196294293,0.8769248977799613,5.330157117750112,1.3307994126683524,3.302715616538986,10.902828526946951,2.94755317526005,18.391216140575885,3.843058193472944,17.1005322388324,3.1840332506144744,9.658579056592826,1.4138507594728287,10.228390326890597,3.7914949231568538,11.149606096511082,3.2743402635985204,19.839875252812472,6.384573152470891,20.592802760346164,2.923351206411087,13.355848096831807,3.6263936553648946,11.209285606201632,3.155384069946203
2,5.113518206127785,4.534462646662352,5.774318121729439,4.36466125779123,3.8328553135559633,4.066424751435421,-3.125808426509864,1.9732748744102073,2.825674309572079,3.459912261800778,-4.041949318743178,3.799375043335593,-2.341156039287868,2.3437823856669566,9.160598787305553,1.7993761926358471,17.243860394844788,1.6599897154144267,16.295890620689313,0.4334249280036784,7.447645631745118,1.2539323883155078,9.115365260407762,1.7182491455617495,9.729484594273464,1.7542876969706895,20.17002985602223,3.7218315884774826,20.594427495099854,1.409327743018837,10.325199459659864,2.0067118488392612,9.866283132216005,1.1430551659309893
3,3.2048144513337347,1.6205256581043712,3.1593755611855414,1.27775023727949,6.373273395376129,1.8494031756803104,-3.5873354957794277,0.7090713360067347,3.606574502640722,5.279194685077563,-3.04902311089507,1.8375963310764212,-3.159647219940185,1.4009952003332098,8.273484501471309,2.6771262956628057,18.34067061311352,1.0793864038843994,16.89077124163191,0.0,6.825362861530936,0.49471797781606575,9.700477384333897,1.7417009594467614,9.140075990286217,1.9190464523652448,18.88731744721789,3.666835342992587,18.54303302007965,1.564432278953288,11.70343773569097,2.4223994114260288,9.90477523463958,0.20924673733326804
4,4.084110198967167,2.0988185875909684,2.0707569596637616,1.9335471711928225,6.663889873015988,2.4913081366294407,-5.892963192413302,1.7954363977561347,2.962658786004077,2.7364909346187463,-3.4061755084021748,1.6663404430120197,-2.312601977179721,0.0039034107638973303,9.14651127737633,2.2340107474726603,18.174411991628084,2.440422563958558,17.607908688431696,1.0284908637714916,7.261719546041265,0.40345478817877667,9.575939311592407,0.7346787780437782,10.149833895942828,2.2079342333607435,16.17499873830417,4.233628632946959,16.57428342901842,2.871277954782046,7.582816135780273,2.7070435211455512,9.243551325778022,2.108770562806924
5,2.403137843230189,2.814380463191694,1.2884409539038044,2.5611934544795294,5.775553942813759,3.8168272290796432,-2.97520854500624,1.9787336434037943,3.5744635850875546,6.675551425869424,-0.9993264195627667,3.2988500762470334,-2.2096699008572256,1.7083358973312954,8.89196483502609,1.8824667224415406,19.304914550808554,2.1467009286604366,17.632972086681892,0.0,7.780446419037349,1.2238265798640215,10.451373046925436,1.9254431153829952,11.843980159439205,2.6682071147544923,15.012567394228586,3.2348945606636317,16.390529378805752,1.4736669324408116,8.497930145604995,2.4002110117824156,10.45734396413992,3.2733483089392044
6,8.270854812258666,5.062850850992946,7.457959015130395,4.139065932937911,10.543094590620118,5.806714471140397,-0.9268435147057361,3.8437947045016396,10.077371105032537,6.642872614573934,3.356964490875064,4.659404628170433,5.520115269922945,3.5557942744089654,11.145839041622132,2.743962508407858,19.06271996575272,2.0585758139885213,18.85418606176998,1.3536363423777338,10.41978862913543,1.8075736099816413,12.560420759045986,2.958320290420848,13.687820361514206,1.9452997572001192,16.130585871747407,2.5561742235395837,17.24572202169244,1.5562886287036057,12.024454694327527,1.9354343467746526,12.232797233339838,2.993330358044213
7,2.311665961711931,3.0629591789143147,2.337524184132312,2.7346221759018414,5.012658497477542,4.897656890351295,-2.0948694445511227,1.8160328264807042,3.9808584943313132,5.666477746135273,-1.5477390048360748,4.2304699135210555,1.4889003744790197,3.832264143442922,12.601211298540012,3.364673307334765,15.628639325626033,2.3309553836226993,17.508267308197187,3.3964484890225286,12.307443677251545,3.773163111816933,12.486012385479885,2.727305262869601,12.543160259139515,4.820763556684682,19.165738123521066,3.642521658102902,19.76530845278976,3.410136799215702,13.302019154759996,2.086455225846071,11.847987871229748,3.740346472863211
8,7.41856344419851,3.3212155074492262,5.2889775544599615,3.3200976129906254,9.059832352788284,3.1594572517305917,-2.8266032550217806,0.8921996781513313,5.600386090843676,2.8233674599319136,-3.8905088041372076,1.1724865420212853,0.8909119750717815,0.9787552030429538,10.746851714371934,1.7594661406848862,15.030018516605196,2.9732139717442916,15.340442681004829,2.582354607523218,10.27975717041875,0.5790053676460383,10.852858664781971,1.0441330501250727,13.221584112228658,2.7235730495605917,16.47657079027054,4.634937719156414,16.790030189397964,3.395285045810809,10.475171301632223,3.5010590671347392,9.406779592901346,1.4031055495777984
9,6.208265784286226,2.066733073384241,3.7055869248680913,1.5448039892510923,7.505716192473459,3.4359342494863583,-5.857906775025646,0.1626285225577151,6.137455344447234,7.722329520851517,-6.168753572195848,2.3756671208160993,-0.6283541683159806,2.6630895985203082,9.97625325230238,0.0,14.1971104544748,2.04264208961802,15.006089513113745,0.0,9.855474852628097,2.298113496684604,10.90023272990203,0.0,10.810467620794892,2.584242156911003,12.75089353018755,2.3624098642780824,13.600139145314424,2.144278326867955,10.159199743339288,2.2889677002518543,9.777821758774156,2.2896879946175437
